Project_ID,Name Projekt,projekt_Beginn,Plan Bau fertig,Fertig_IST,Kosten Plan,Ist_Kosten,Project_team
UZ-559647,Landschaftsbau // Sandro-Hermann-Allee,2016-07-22,2016-08-24,2016-08-28,59021.72,81610.43,Team 3
JA-642995,Landschaftsbau // Hövelring,2020-03-02,2020-03-27,2020-03-29,118433.64,150653.88,Team 2
EP-154900,Landschaftsbau // Bauerstraße,2013-10-12,2013-11-16,2013-11-19,94756.43,128497.73,Team 2
DD-996695,Landschaftsbau // Hertrampfstraße,2019-12-19,2019-12-20,2020-01-22,-12584.56,-16566.35,Team 2
LJ-122572,Baumbestand // Schmidtgasse,2021-03-16,2021-03-29,2021-04-01,60935.81,109597.26,Team 2
KR-841234,Landschaftsbau // Ottomar-Gierschner-Gasse,2018-06-13,2018-06-28,2018-07-01,52672.66,65646.94,Team 2
WB-978947,Stadtpark // Zirmegasse,2014-04-13,2014-05-12,2014-04-19,147920.86,183792.48,Team 3
KO-112687,Baumbestand // Diana-Kusch-Allee,2017-09-06,2017-09-11,2017-09-12,47581.83,66855.79,Team 2
OD-561795,Ubahn // Dörschnerweg,2018-04-11,2018-07-23,2018-11-02,848242.12,996334.34,Team 1
BT-251723,Baumbestand // Carolina-Mude-Allee,2014-08-10,2014-08-23,2014-08-23,35851.96,44849.0,Team 1
MK-461976,Baumbestand // Gröttnerplatz,2020-12-20,2020-12-28,2021-01-01,46039.86,50954.28,Team 3
HM-952974,Straßenbau // Janet-Preiß-Gasse,2015-06-23,2015-07-03,2015-07-01,99584.31,118679.93,Team 1
MG-204143,Baumbestand // Handestr.,2021-02-03,2021-02-18,2021-02-17,32556.45,35226.59,Team 4
SI-464418,Elektroarbeiten // Linkering,2020-01-09,2020-03-02,2020-02-24,123073.02,132284.79,Team 1
VV-852136,Elektroarbeiten // Gerhardt-Reichmann-Platz,2017-03-13,2017-04-22,2017-06-05,131179.88,154915.2,Team 3
NJ-421830,Ubahn // Bohnbachring,2021-08-12,2021-10-02,2022-01-19,833931.15,948936.51,Team 1
GQ-497424,Straßenbau // Willy-Wirth-Weg,2015-02-26,2015-08-02,2015-08-02,217625.46,237673.58,Team 3
FC-370051,Spielplatz // Johannweg,2013-10-15,2014-02-06,2014-02-05,127050.4,162444.52,Team 3
ZD-119730,Elektroarbeiten // Raik-Mangold-Straße,2017-02-26,2017-04-29,2017-04-30,159301.59,166319.62,Team 4
AN-620097,Elektroarbeiten // Klotzallee,2019-04-15,2019-06-20,2019-06-24,75339.21,91793.15,Team 4
IA-948785,Straßenbau // auch Schlauchinstr.,2014-01-26,2014-03-13,2014-03-12,127752.78,137032.28,Team 3
OP-200380,Ubahn // Burkard-Pölitz-Straße,2019-09-11,2020-03-31,2020-07-19,439043.21,554919.54,Team 1
WS-057319,Elektroarbeiten // Radischring,2021-06-10,2021-08-08,2021-08-09,41775.25,50660.74,Team 4
EN-673658,Landschaftsbau // Dowergplatz,2015-02-14,2015-02-19,2015-02-22,65690.51,99902.53,Team 4
SU-850380,Ubahn // Jähnallee,2015-10-28,2016-02-05,2016-01-14,717476.96,874386.81,Team 4
SU-360678,Elektroarbeiten // Radischstraße,2021-09-12,2021-10-17,2021-10-15,109043.86,124235.03,Team 1
PI-812815,Elektroarbeiten // Olav-Tröst-Platz,2020-01-19,2020-02-13,2020-02-13,143916.21,146318.67,Team 4
FE-937777,Spielplatz // Bohnbachstr.,2014-01-06,2014-02-27,2014-02-24,89463.11,77912.48,Team 1
VM-363881,Landschaftsbau // Eigenwilligstr.,2015-04-10,2015-04-16,2015-04-19,136728.79,166145.95,Team 3
IL-325379,Ubahn // Hoffmannallee,2017-11-17,2018-06-27,2018-06-02,412371.85,605771.07,Team 4
PI-765462,Baumbestand // Rennerallee,2014-05-16,2014-06-07,2014-06-06,35567.98,40399.67,Team 4
ZI-589767,Elektroarbeiten // Adlerstr.,2015-09-04,2015-12-02,2015-11-27,63338.67,77800.36,Team 1
UC-098762,Spielplatz // Rudolphstraße,2018-12-01,2019-01-13,2019-01-12,227975.06,220453.24,Team 1
SN-837398,Landschaftsbau // Chantal-Wernecke-Gasse,2022-01-16,2022-02-04,2022-02-07,41005.5,57330.16,Team 3
EN-533993,Stadtpark // Alice-Schäfer-Allee,2021-04-25,2021-07-01,2021-07-02,176400.53,227208.89,Team 2
YD-546957,Landschaftsbau // Ayse-Hellwig-Allee,2021-07-03,2021-07-21,2021-07-22,67372.9,99679.06,Team 4
ME-069459,Elektroarbeiten // Stahrweg,2017-11-14,2018-01-01,2018-01-29,61278.12,88394.98,Team 3
XZ-713280,Landschaftsbau // Kohlring,2014-11-16,2014-12-10,2014-12-14,53052.02,65372.62,Team 1
CZ-331415,Elektroarbeiten // Henckweg,2019-10-18,2019-12-25,2019-12-16,106743.97,125033.08,Team 1
JC-496431,Spielplatz // Kallertallee,2021-12-30,2022-03-06,2022-03-28,66582.84,85063.26,Team 2
YS-915892,Elektroarbeiten // Romana-Oderwald-Platz,2017-08-24,2017-10-10,2017-11-06,71017.55,94999.9,Team 3
HF-682290,Baumbestand // Willfried-Koch II-Weg,2018-02-12,2018-02-20,2018-02-23,59804.0,62566.09,Team 4
WP-217136,Baumbestand // Kenan-Berger-Allee,2021-11-19,2021-11-27,2021-11-30,50800.97,57078.44,Team 4
RO-393376,Landschaftsbau // Wiekallee,2015-07-10,2015-08-09,2015-08-06,28425.75,30275.73,Team 1
NZ-747846,Stadtpark // Junitzweg,2016-05-05,2016-08-09,2016-08-08,65899.7,101302.16,Team 2
TW-102680,Landschaftsbau // Kunigunde-Hübel-Straße,2021-08-21,2021-09-05,2021-09-05,132403.99,134696.84,Team 1
EZ-235528,Straßenbau // Margot-Franke-Ring,2013-06-05,2013-08-07,2013-08-08,148818.6,179907.18,Team 3
DE-375969,Baumbestand // Stiffelring,2015-06-23,2015-07-12,2015-07-14,89479.87,139679.73,Team 2
QI-982730,Straßenbau // Hans-Jörg-Lehmann-Allee,2016-07-07,2016-11-09,2016-12-30,376346.23,569550.08,Team 4
BX-410551,Straßenbau // Rosemannweg,2018-04-27,2018-07-16,2018-07-16,230515.26,263232.85,Team 3
YB-515142,Elektroarbeiten // Neureutherplatz,2016-09-26,2016-12-24,2017-01-26,87050.46,123508.66,Team 2
AV-044240,Baumbestand // Wilhelmine-Gorlitz-Ring,2017-02-22,2017-02-27,2017-03-01,23566.55,39156.19,Team 2
JI-806327,Elektroarbeiten // Röhrichtallee,2017-02-19,2017-03-19,2017-05-07,31323.33,44577.24,Team 3
KB-931809,Spielplatz // Gertraut-Kruschwitz-Allee,2017-10-18,2017-12-17,2017-12-17,101650.16,105161.06,Team 1
PY-693882,Stadtpark // Radischallee,2013-04-18,2013-06-03,2013-06-01,299637.31,463363.72,Team 2
PV-176839,Landschaftsbau // Albert-Heinz-Weg,2016-05-19,2016-05-29,2016-06-01,82986.24,94512.31,Team 3
SM-648850,Stadtpark // Heribert-Gorlitz-Platz,2016-07-22,2016-09-23,2016-09-05,295167.84,350400.92,Team 3
FH-031332,Landschaftsbau // Klaas-Hettner-Ring,2021-08-08,2021-08-27,2021-08-26,140905.81,149701.93,Team 1
SC-300358,Baumbestand // Miroslawa-Hornich-Ring,2016-10-29,2016-11-14,2016-11-18,51365.52,55376.17,Team 3
EO-019339,Baumbestand // Liane-Schweitzer-Allee,2013-04-27,2013-05-08,2013-05-13,43233.07,43417.39,Team 3
UU-161940,Stadtpark // Gerald-Gunpf-Weg,2019-09-23,2019-10-25,2019-10-24,95440.08,95903.54,Team 4
TT-355609,Ubahn // Barkholzplatz,2017-12-19,2018-03-17,2018-06-27,487354.26,584647.47,Team 1
FH-965264,Elektroarbeiten // Sorgatzweg,2021-01-21,2021-01-30,2021-03-09,93152.25,134888.16,Team 3
WQ-559012,Elektroarbeiten // Hettnerallee,2021-11-26,2022-02-26,2022-04-24,90609.07,120160.11,Team 3
DG-235250,Landschaftsbau // Mälzerplatz,2021-10-04,2021-10-18,2021-10-18,87449.16,104789.69,Team 2
XX-607121,Baumbestand // Sandro-Schönland-Weg,2016-10-08,2016-10-21,2016-10-23,-28178.22,-30112.1,Team 4
NR-018032,Elektroarbeiten // Hübelstr.,2017-10-09,2018-01-01,2018-02-15,68047.31,77144.8,Team 3
WJ-201993,Stadtpark // Max-Bloch-Platz,2014-09-12,2014-09-28,2014-10-03,199804.57,234526.83,Team 3
IU-602899,Ubahn // Stiffelstr.,2015-02-04,2015-04-13,2015-06-17,242166.89,234209.26,Team 3
LD-398531,Elektroarbeiten // Mielcarekstr.,2018-06-01,2018-07-06,2018-07-05,153911.87,170035.2,Team 4
EB-283311,Ubahn // Patrizia-Stiebitz-Allee,2017-05-11,2017-10-07,2018-02-23,964738.59,1059064.7,Team 1
YI-696079,Ubahn // Tröstallee,2014-05-02,2014-09-25,2014-11-17,727786.14,802009.28,Team 3
OC-702164,Landschaftsbau // Carl-Peukert-Allee,2013-05-25,2013-06-12,2013-06-15,45947.0,69280.09,Team 4
GN-292820,Straßenbau // Robert-Hübel-Gasse,2014-09-05,2014-11-25,2015-01-22,54046.12,78917.22,Team 4
WU-449180,Elektroarbeiten // Heintzeweg,2014-01-12,2014-04-10,2014-05-09,88973.44,125178.14,Team 3
TH-063910,Landschaftsbau // Olivia-Rohleder-Gasse,2020-09-13,2020-09-23,2020-09-22,-16701.05,-24620.31,Team 3
SG-908175,Stadtpark // Hans-Willi-Holzapfel-Weg,2016-02-05,2016-04-01,2016-06-02,221646.09,242654.72,Team 1
QA-183147,Baumbestand // Schönlandgasse,2020-05-16,2020-05-26,2020-05-29,66132.43,67798.83,Team 3
RK-271176,Elektroarbeiten // Ester-Hornich-Allee,2016-07-01,2016-08-23,2016-08-25,175579.8,236301.27,Team 2
QA-937572,Baumbestand // Waldtraut-Hermann-Ring,2021-02-11,2021-02-17,2021-03-14,88613.66,114042.86,Team 2
VS-051791,Straßenbau // Müllergasse,2015-05-29,2015-07-07,2015-07-06,125947.0,133342.93,Team 3
SX-965294,Ubahn // Bachmannplatz,2015-01-27,2015-09-26,2015-11-18,205040.72,227577.3,Team 3
JG-546619,Ubahn // Traugott-Schmiedecke-Allee,2022-01-30,2022-06-01,2022-05-30,164598.3,197915.06,Team 2
JO-710160,Straßenbau // Scheelplatz,2017-05-16,2017-08-24,2017-08-22,174072.27,184243.97,Team 3
XP-300876,Elektroarbeiten // Ludmilla-Hermann-Gasse,2021-08-01,2021-09-06,2021-09-05,84264.13,89399.74,Team 1
PO-802586,Baumbestand // Bianca-Herrmann-Ring,2015-08-15,2015-08-20,2015-08-24,99102.27,157281.47,Team 2
JV-721631,Landschaftsbau // Beyerring,2018-12-04,2019-01-05,2019-01-06,82668.82,90815.28,Team 1
CP-461311,Landschaftsbau // Etzoldring,2014-01-26,2014-02-12,2014-02-12,42536.31,49358.62,Team 1
CM-838488,Elektroarbeiten // Stumpfstraße,2017-11-07,2018-01-06,2017-12-31,52550.86,52836.87,Team 1
FK-702186,Landschaftsbau // Wagenknechtstr.,2014-01-03,2014-01-12,2014-01-17,126921.42,182560.48,Team 3
HB-466075,Ubahn // Löchelstraße,2020-02-27,2020-09-12,2021-01-31,321626.66,377948.73,Team 1
VY-043943,Elektroarbeiten // Marc-Scholtz-Ring,2021-10-30,2021-12-19,2021-12-19,104833.69,116419.34,Team 4
IQ-119824,Spielplatz // Roderich-Segebahn-Gasse,2014-10-27,2014-12-08,2014-12-08,128129.91,197203.5,Team 3
PI-394891,Landschaftsbau // Möchlichengasse,2015-04-03,2015-04-29,2015-04-28,84482.81,128078.24,Team 4
UP-383209,Elektroarbeiten // Budigstraße,2015-04-27,2015-06-05,2015-06-05,24467.96,26334.82,Team 4
NS-495008,Stadtpark // Ullmannstraße,2014-03-20,2014-05-14,2014-05-13,206991.03,210655.66,Team 4
OG-802884,Baumbestand // Mühleallee,2019-11-19,2019-12-11,2020-01-09,27397.91,39733.39,Team 2
VH-551512,Straßenbau // Heinrichplatz,2015-09-18,2015-10-27,2015-11-01,376124.89,446368.53,Team 2
GX-391852,Ubahn // Tintzmanngasse,2018-09-04,2018-11-16,2018-10-06,508902.01,787501.2,Team 4
KN-398774,Landschaftsbau // Finkeplatz,2016-06-02,2016-06-22,2016-06-22,101220.79,98991.9,Team 1
ML-631067,Straßenbau // Gießstraße,2020-04-20,2020-07-09,2020-07-13,300564.47,382095.22,Team 1
QZ-136285,Elektroarbeiten // Nicole-Hesse-Allee,2017-10-31,2017-12-28,2017-12-22,72330.07,81181.82,Team 1
PE-802939,Straßenbau // Seidelgasse,2015-11-05,2016-01-31,2016-03-01,121269.6,133153.75,Team 2
ZR-257341,Landschaftsbau // Hermannstraße,2014-03-30,2014-04-04,2014-04-05,85952.55,103812.77,Team 1
GQ-592586,Elektroarbeiten // Finkeallee,2015-04-15,2015-07-05,2015-07-08,96718.98,102538.65,Team 4
KC-679163,Stadtpark // Wilmsenweg,2021-03-18,2021-05-13,2021-07-17,189177.24,195910.0,Team 1
CC-633519,Landschaftsbau // Theodoros-Gierschner-Allee,2014-04-19,2014-04-29,2014-05-02,70741.65,88310.79,Team 2
CP-578190,Elektroarbeiten // Mohamed-Reuter-Platz,2020-10-05,2020-12-16,2020-12-14,37676.94,43684.45,Team 1
LG-626665,Elektroarbeiten // Karoline-Kostolzin-Platz,2019-02-18,2019-04-28,2019-04-27,88217.79,100901.83,Team 1
BM-737928,Ubahn // Stollgasse,2017-03-20,2017-09-26,2017-11-18,221381.64,266552.36,Team 3
RA-414902,Landschaftsbau // Beierweg,2014-10-07,2014-10-29,2014-11-02,61180.59,70861.77,Team 2
OE-414542,Straßenbau // Heino-Christoph-Straße,2019-10-22,2020-01-26,2020-03-02,296017.83,312394.39,Team 4
EI-472470,Baumbestand // Hans-Josef-Johann-Gasse,2014-07-09,2014-07-10,2014-07-13,69170.01,107872.3,Team 2
QR-289620,Straßenbau // Hoffmanngasse,2019-05-20,2019-06-29,2019-06-29,172950.44,193194.21,Team 3
SC-574142,Baumbestand // Rittergasse,2018-12-25,2018-12-29,2018-12-28,35999.56,35564.44,Team 4
LG-467517,Baumbestand // Samira-Schottin-Allee,2018-07-16,2018-07-24,2018-07-26,34842.44,35388.14,Team 1
PB-342108,Straßenbau // Bärergasse,2017-02-04,2017-04-30,2017-05-04,282505.1,334454.07,Team 2
FL-994439,Baumbestand // Nora-Wagner-Gasse,2017-01-06,2017-01-16,2017-01-15,57106.7,60484.85,Team 4
NV-779671,Stadtpark // Holzapfelgasse,2017-09-26,2017-11-03,2017-10-15,189190.4,262846.48,Team 3
VP-247062,Spielplatz // Ditmar-Mude-Weg,2016-06-30,2016-07-13,2016-08-11,154159.79,204701.25,Team 2
KW-026401,Straßenbau // Ronald-Striebitz-Platz,2017-08-12,2017-12-11,2018-01-16,270930.89,358973.43,Team 2
BI-563320,Landschaftsbau // Trubring,2021-02-01,2021-03-02,2021-03-03,76114.03,88114.92,Team 2
RI-327376,Elektroarbeiten // Patbergallee,2017-05-30,2017-06-23,2017-06-14,123956.07,133803.29,Team 1
JN-684535,Landschaftsbau // Klappring,2021-04-04,2021-05-10,2021-05-10,37977.08,40073.67,Team 1
KD-378025,Landschaftsbau // Benderring,2016-01-05,2016-01-28,2016-01-30,115246.12,139828.42,Team 4
LI-177475,Stadtpark // Linkegasse,2013-08-19,2013-12-01,2013-12-22,155587.63,236233.26,Team 2
OX-331518,Stadtpark // Cläre-Köster-Gasse,2019-10-12,2019-10-27,2019-10-31,149716.22,201022.99,Team 3
EY-570121,Landschaftsbau // Grete-Hendriks-Ring,2013-10-02,2013-11-05,2013-11-04,162665.01,240700.17,Team 4
MP-286488,Stadtpark // Krauseplatz,2020-03-30,2020-05-20,2020-05-20,137380.46,141451.27,Team 4
NP-398846,Stadtpark // Hans-Christian-Scheibe-Straße,2016-07-29,2016-09-13,2016-09-11,81212.02,82049.91,Team 4
KU-978224,Ubahn // Adolfine-Mülichen-Weg,2017-08-05,2017-10-09,2017-10-08,30771.32,47403.89,Team 2
YA-068087,Stadtpark // Striebitzstr.,2014-01-06,2014-03-17,2014-03-16,207570.13,260121.07,Team 2
XJ-278295,Elektroarbeiten // Miesstr.,2017-01-19,2017-02-28,2017-04-10,7240.76,7109.47,Team 3
AW-460957,Baumbestand // Helena-Stahr-Platz,2013-10-10,2013-10-20,2013-10-19,107504.37,139718.26,Team 2
DB-023462,Stadtpark // Alwina-Schinke-Straße,2015-09-22,2015-12-14,2016-01-10,141455.69,130593.23,Team 2
VT-496088,Baumbestand // Holm-Kallert-Straße,2014-07-11,2014-07-22,2014-07-23,71185.38,85866.65,Team 4
JS-070872,Ubahn // Hilda-Schuster-Gasse,2017-10-04,2018-03-22,2018-05-01,816413.23,878523.15,Team 3
QM-142036,Stadtpark // Sölzerstraße,2021-10-29,2021-11-06,2021-11-06,114538.84,182725.1,Team 2
LD-519912,Landschaftsbau // Gundula-Weihmann-Ring,2020-02-04,2020-02-19,2020-02-23,135065.97,161309.56,Team 3
NG-769631,Straßenbau // Veli-Wirth-Straße,2018-02-10,2018-06-06,2018-06-08,121805.14,149323.93,Team 1
XY-380849,Elektroarbeiten // Pedro-Fiebig-Ring,2020-09-04,2020-10-11,2020-10-10,151361.99,180699.76,Team 2
TA-452789,Stadtpark // Silva-Lindau-Weg,2015-05-14,2015-07-27,2015-10-28,134880.45,121250.49,Team 1
LT-329710,Baumbestand // Reuterallee,2017-02-07,2017-02-11,2017-02-12,53386.26,52826.99,Team 4
CS-397095,Baumbestand // Saban-Losekann-Allee,2016-09-27,2016-10-10,2016-10-15,44045.1,51692.02,Team 3
YD-049218,Landschaftsbau // Elizabeth-Roskoth-Weg,2019-03-22,2019-04-08,2019-04-07,73045.76,103414.5,Team 3
CJ-406759,Stadtpark // Rosmarie-Henk-Gasse,2016-03-28,2016-05-12,2016-05-08,243639.05,307116.59,Team 3
TQ-431572,Baumbestand // Wesackplatz,2019-12-16,2019-12-30,2019-12-31,96684.76,103555.81,Team 4
FG-330455,Ubahn // Gutestr.,2020-03-08,2020-06-04,2020-06-04,497324.64,607235.16,Team 2
LP-215238,Stadtpark // Elwira-Kusch-Straße,2019-03-27,2019-06-16,2019-06-15,251528.54,281254.78,Team 4
QE-995547,Landschaftsbau // Hahngasse,2014-02-19,2014-03-14,2014-03-18,56458.12,74836.67,Team 2
JZ-978874,Stadtpark // Briemerring,2013-02-28,2013-05-20,2013-05-03,260345.27,293044.02,Team 3
KC-132346,Stadtpark // Niko-Scheibe-Straße,2020-09-07,2020-09-16,2020-09-15,163065.44,162389.43,Team 4
QV-226495,Landschaftsbau // Victoria-Köhler-Straße,2018-09-11,2018-09-19,2018-09-23,63329.33,80535.4,Team 3
IJ-805549,Ubahn // Barkholzallee,2019-05-25,2019-12-20,2020-01-10,845977.56,1331016.44,Team 2
ZG-675371,Ubahn // Gert-Haering-Gasse,2020-08-01,2020-11-29,2020-11-29,269877.99,428596.04,Team 2
YM-748769,Landschaftsbau // Schmiedeckeallee,2013-02-09,2013-02-17,2013-03-14,55671.82,77951.22,Team 2
HY-382429,Stadtpark // Textorring,2021-04-01,2021-05-21,2021-05-20,240430.23,260588.07,Team 4
NB-270436,Elektroarbeiten // Theodor-Wesack-Weg,2016-07-03,2016-07-27,2016-07-27,58129.09,63209.72,Team 2
DJ-194602,Ubahn // Jäntschplatz,2020-04-04,2020-05-22,2020-07-16,843533.63,942006.99,Team 3
VA-572093,Ubahn // Zimmerring,2017-10-30,2018-05-30,2018-08-03,589720.51,629426.44,Team 3
BA-209583,Stadtpark // Gundula-Fritsch-Platz,2018-10-20,2018-12-21,2018-12-06,157570.42,224768.16,Team 3
UB-399752,Spielplatz // Henkring,2019-06-22,2019-09-12,2019-09-10,126156.42,136058.04,Team 1
CG-841844,Elektroarbeiten // Siegbert-Schleich-Gasse,2021-08-01,2021-09-01,2021-08-30,63705.65,74168.54,Team 1
RD-453661,Landschaftsbau // Matthäistraße,2020-03-05,2020-03-24,2020-03-25,200369.69,205102.38,Team 1
CD-401738,Baumbestand // Nelli-Lehmann-Allee,2014-12-03,2014-12-07,2015-01-01,80926.94,101328.62,Team 2
VO-263067,Baumbestand // Ben-Kabus-Platz,2014-07-16,2014-08-04,2014-08-04,-4624.09,-5430.7,Team 4
VB-808260,Baumbestand // Linkestraße,2019-12-30,2020-01-14,2020-01-15,47589.21,51532.6,Team 4
KD-372024,Straßenbau // Kambsgasse,2017-08-07,2017-12-18,2018-02-17,331169.44,489121.16,Team 4
ZP-754727,Elektroarbeiten // Daniela-Junken-Gasse,2017-08-16,2017-10-03,2017-10-06,119251.95,121668.13,Team 4
ZJ-232256,Stadtpark // Mendestr.,2020-01-27,2020-02-09,2020-03-16,243879.62,393503.0,Team 2
FX-031034,Stadtpark // Fridolin-Ebert-Allee,2017-04-18,2017-06-27,2017-06-25,233080.39,316838.64,Team 2
XP-325359,Spielplatz // Brigitte-Stiebitz-Allee,2020-02-11,2020-04-01,2020-04-03,169173.18,189608.1,Team 4
EF-819233,Ubahn // Jüttnerweg,2021-10-21,2022-02-10,2022-06-06,754435.54,1031511.94,Team 1
QG-626578,Baumbestand // Lindnergasse,2018-10-07,2018-10-29,2018-11-02,16202.06,16036.8,Team 1
BI-895194,Landschaftsbau // Friedo-Aumann-Gasse,2018-10-17,2018-10-28,2018-10-28,106935.31,111693.03,Team 4
PQ-533543,Spielplatz // Marko-Ullrich-Allee,2017-05-05,2017-06-17,2017-06-23,76442.41,82297.35,Team 4
WG-215079,Landschaftsbau // Cindy-Margraf-Gasse,2017-06-15,2017-06-25,2017-06-27,44170.17,48271.33,Team 3
ZI-722228,Landschaftsbau // Tilman-Schaaf-Straße,2017-03-15,2017-04-25,2017-04-29,67927.53,86309.18,Team 2
GD-173873,Baumbestand // Zimmerplatz,2013-07-20,2013-07-24,2013-07-24,24915.67,26607.51,Team 1
NA-317324,Landschaftsbau // Boucseinallee,2017-02-28,2017-03-16,2017-03-21,52781.82,60458.49,Team 3
QU-693407,Landschaftsbau // Lothar-Staude-Platz,2017-04-07,2017-04-27,2017-05-01,54946.12,58118.84,Team 2
MG-831322,Baumbestand // Rosemarie-Grein Groth-Gasse,2020-10-02,2020-10-12,2020-10-14,46554.78,51341.72,Team 4
CX-699977,Baumbestand // Misicherstr.,2020-11-24,2020-12-01,2021-01-02,58864.63,95591.7,Team 2
YI-228500,Straßenbau // Süßebiergasse,2013-07-04,2013-10-04,2013-11-26,169911.12,199875.09,Team 4
RD-854846,Stadtpark // Edit-Hering-Gasse,2020-11-01,2020-12-14,2020-12-03,237109.22,333248.32,Team 3
DI-611303,Elektroarbeiten // Suzanne-Schmiedt-Gasse,2021-08-21,2021-08-31,2021-09-01,68676.82,80757.31,Team 2
HD-395208,Elektroarbeiten // Alban-Martin-Platz,2013-09-06,2013-10-26,2013-10-29,72807.54,78657.94,Team 2
GI-659957,Stadtpark // Gundolf-Wilmsen-Platz,2020-02-26,2020-05-04,2020-06-02,233880.79,245109.51,Team 1
FP-480386,Stadtpark // Flantzstr.,2019-02-27,2019-05-10,2019-04-24,65521.35,84937.44,Team 3
JI-993061,Baumbestand // Mangoldstr.,2017-12-17,2018-01-12,2018-01-11,28002.7,34314.06,Team 4
OP-676610,Straßenbau // Sorgatzring,2021-05-14,2021-08-26,2021-10-09,284065.07,399535.97,Team 4
FC-811117,Landschaftsbau // Daniel-Killer-Platz,2014-09-10,2014-09-28,2014-10-01,105633.16,133203.97,Team 2
QW-298802,Ubahn // Naserweg,2015-06-10,2015-10-19,2016-02-09,724007.07,805046.94,Team 1
RL-819346,Baumbestand // Schweitzerstr.,2015-07-16,2015-07-19,2015-07-21,58867.31,65497.23,Team 2
XS-602815,Straßenbau // Geißlerstr.,2021-02-02,2021-03-06,2021-05-11,276071.55,412017.63,Team 4
PG-694337,Stadtpark // Igor-Heintze-Weg,2018-12-21,2019-01-31,2019-01-31,144973.78,178082.68,Team 4
SX-846136,Baumbestand // Wirthplatz,2019-09-09,2019-09-24,2019-09-24,62945.82,72756.84,Team 1
RZ-403570,Ubahn // Bolnbachstr.,2016-04-11,2016-10-07,2016-12-22,399427.4,418098.14,Team 1
PL-157354,Elektroarbeiten // Scheuermannplatz,2020-06-09,2020-08-01,2020-08-21,139205.18,161084.83,Team 3
GW-072659,Baumbestand // Roberto-Heser-Platz,2013-05-31,2013-06-04,2013-06-04,33747.12,37424.13,Team 3
AR-475010,Straßenbau // Heydrichring,2021-09-10,2021-11-14,2021-11-16,66945.82,73410.65,Team 1
WS-813774,Ubahn // Amalie-Bien-Platz,2018-07-29,2018-11-08,2018-10-03,484823.39,649466.96,Team 4
IK-558425,Straßenbau // Steyallee,2021-06-16,2021-10-04,2021-10-05,152239.46,189505.29,Team 2
TD-450704,Spielplatz // Urte-Krein-Allee,2013-06-10,2013-07-29,2013-07-29,230462.55,307626.67,Team 3
HF-984266,Elektroarbeiten // Weimerstraße,2013-02-24,2013-05-16,2013-05-14,129417.05,129076.76,Team 4
LV-092628,Elektroarbeiten // Bettina-Römer-Weg,2020-03-02,2020-04-20,2020-04-22,21079.14,22316.92,Team 4
YV-445971,Spielplatz // Dieter-Schönland-Weg,2014-10-17,2014-12-11,2014-12-17,220870.45,239608.68,Team 4
DU-602172,Straßenbau // Textorallee,2020-11-02,2021-01-21,2021-01-22,175434.73,194390.39,Team 3
DJ-750384,Baumbestand // Wendelin-Neuschäfer-Ring,2014-12-12,2015-01-03,2015-02-02,52232.27,74128.95,Team 2
AN-808030,Ubahn // Paffrathplatz,2019-12-22,2020-05-03,2020-10-03,689710.7,820650.24,Team 1
LC-862061,Elektroarbeiten // Adam-Nette-Gasse,2017-03-23,2017-05-24,2017-05-24,76665.2,127642.49,Team 2
MH-397074,Stadtpark // Pechelweg,2016-12-29,2017-02-03,2017-03-01,176687.44,304968.2,Team 2
VE-203313,Stadtpark // Nicolai-Jäkel-Allee,2016-01-30,2016-03-15,2016-03-16,302619.31,376295.09,Team 4
PE-219488,Elektroarbeiten // Ivonne-Junck-Straße,2018-09-17,2018-10-30,2018-10-28,60684.38,57435.61,Team 2
IJ-390621,Baumbestand // Holstenallee,2017-04-24,2017-05-04,2017-05-07,42681.02,52957.82,Team 1
AO-289701,Elektroarbeiten // Gertrud-Holzapfel-Straße,2013-12-29,2014-01-16,2014-02-22,168945.68,263780.14,Team 2
VB-989047,Landschaftsbau // Süßebierweg,2013-07-22,2013-08-13,2013-08-16,4084.53,4780.28,Team 4
FX-779942,Ubahn // Rosenowallee,2014-05-19,2014-07-24,2014-12-15,511218.31,671834.12,Team 1
XZ-902308,Straßenbau // Harri-Christoph-Platz,2017-09-18,2018-02-15,2018-03-16,374860.37,563830.02,Team 2
EJ-020773,Baumbestand // Haasegasse,2013-05-29,2013-06-18,2013-06-20,48531.29,58798.75,Team 1
