Projekt_ID,Projektname,Projekt_Beginn,Plan_Bau_fertig,Ist_Bau_fertig,Plan_Kosten,Ist_Kosten,Project_team
P-19524,Elektroarbeiten // Kenneth-Weimer-Gasse,2017-08-10,2017-09-29,2017-11-02,56676.31,72866.57,Team 3
P-34174,Landschaftsbau // Bienstr.,2017-03-26,2017-05-04,2017-05-05,56415.0,64829.35,Team 2
P-14505,Baumbestand // Ricarda-Franke-Gasse,2014-01-25,2014-02-04,2014-02-08,36707.74,40210.65,Team 3
P-90210,Stadtpark // Katalin-Sauer-Allee,2018-06-10,2018-08-25,2018-08-23,254598.74,299556.57,Team 4
P-75617,Landschaftsbau // Junckenstr.,2020-07-04,2020-07-06,2020-07-05,101762.31,167716.08,Team 4
P-74114,Straßenbau // Lilo-Kruschwitz-Straße,2015-05-31,2015-09-03,2015-11-06,360099.18,539879.84,Team 4
P-24713,Ubahn // Nohlmansring,2018-11-11,2019-01-21,2019-03-31,535268.68,505574.13,Team 3
P-45150,Elektroarbeiten // Zeynep-Schlosser-Straße,2021-07-05,2021-08-07,2021-08-09,156748.99,154005.09,Team 4
P-27814,Stadtpark // Juliana-Beckmann-Straße,2019-08-06,2019-10-09,2019-11-25,195277.73,223939.56,Team 1
P-66740,Straßenbau // Dierk-Hesse-Weg,2015-08-30,2015-09-24,2015-09-25,279845.84,303943.7,Team 3
P-01222,Stadtpark // Anna-Luise-Zänker-Platz,2015-08-22,2015-09-06,2015-09-05,178219.96,205846.8,Team 4
P-45773,Baumbestand // Stahrweg,2019-11-28,2019-12-01,2019-12-01,51423.23,56024.15,Team 4
P-32662,Elektroarbeiten // Niels-Eimer-Allee,2016-09-14,2016-11-06,2016-11-09,77944.92,75848.38,Team 4
P-60670,Elektroarbeiten // Dippelgasse,2019-07-18,2019-07-22,2019-08-11,72467.91,91069.24,Team 3
P-40602,Elektroarbeiten // Janusz-Scholl-Ring,2015-04-01,2015-05-31,2015-05-31,73230.93,97194.19,Team 2
P-60019,Elektroarbeiten // Tschentscherweg,2021-07-28,2021-08-15,2021-08-15,78843.89,83252.21,Team 1
P-53611,Baumbestand // Veronika-Riehl-Ring,2018-11-08,2018-11-17,2018-11-18,46096.54,47553.42,Team 1
P-00520,Landschaftsbau // Werneckestr.,2017-04-14,2017-04-16,2017-04-17,52987.95,56695.34,Team 1
P-00022,Stadtpark // Jörg-Segebahn-Allee,2019-07-11,2019-08-16,2019-08-09,172555.11,201669.96,Team 3
P-00512,Landschaftsbau // Dagmar-Holzapfel-Gasse,2017-02-25,2017-03-12,2017-03-12,97378.51,142259.45,Team 3
P-97753,Elektroarbeiten // Fliegnerallee,2018-08-12,2018-09-15,2018-09-15,64010.4,99817.14,Team 2
P-69835,Landschaftsbau // Bela-Zimmer-Ring,2020-09-13,2020-09-27,2020-09-29,87423.52,150583.97,Team 4
P-63452,Stadtpark // Weimerstr.,2020-10-10,2020-10-24,2020-10-25,65045.99,68710.35,Team 4
P-67916,Ubahn // Budigstraße,2016-11-23,2017-05-06,2017-05-06,623488.87,847051.64,Team 2
P-97044,Elektroarbeiten // Johanna-Schinke-Straße,2021-10-14,2021-12-21,2022-01-12,52272.51,81917.71,Team 2
P-78282,Landschaftsbau // Clara-Beier-Ring,2017-02-05,2017-02-25,2017-02-27,51108.16,58263.48,Team 4
P-87317,Spielplatz // Drubring,2013-12-15,2014-01-29,2014-03-30,171508.05,201180.6,Team 2
P-03708,Straßenbau // Steyweg,2020-05-09,2020-07-28,2020-07-28,113383.75,134195.8,Team 3
P-74139,Elektroarbeiten // Hanne-Otto-Allee,2021-02-22,2021-03-08,2021-03-10,4219.82,5624.38,Team 2
P-30053,Baumbestand // Danica-Tröst-Weg,2018-07-03,2018-07-20,2018-07-21,18753.81,20449.23,Team 4
P-02742,Straßenbau // Anton-Schottin-Ring,2018-10-14,2019-01-16,2019-01-18,128663.07,155132.56,Team 1
P-35509,Elektroarbeiten // Kensyring,2015-04-30,2015-06-17,2015-06-22,131713.06,177443.48,Team 2
P-73707,Stadtpark // Wagenknechtplatz,2018-11-14,2019-01-18,2019-01-04,184820.27,216265.89,Team 3
P-47166,Spielplatz // Mudestr.,2017-09-02,2017-10-15,2017-10-14,128875.68,129854.35,Team 1
P-27243,Straßenbau // Kösterring,2016-07-10,2016-10-10,2016-10-14,366677.98,510151.73,Team 1
P-17884,Straßenbau // Gerwin-Zänker-Allee,2016-05-27,2016-09-25,2016-09-25,176948.98,199142.95,Team 1
P-87804,Baumbestand // Sagerallee,2016-06-30,2016-06-30,2016-07-02,43879.26,70268.02,Team 2
P-78909,Baumbestand // Peggy-Trupp-Gasse,2015-07-29,2015-08-05,2015-08-11,70739.87,110866.4,Team 2
P-45043,Landschaftsbau // Branka-Zimmer-Ring,2018-08-30,2018-09-05,2018-09-08,42950.5,51851.97,Team 2
P-54293,Spielplatz // Helga-Mies-Platz,2019-08-24,2019-09-04,2019-09-03,184150.5,280474.82,Team 3
P-32820,Ubahn // Thoralf-Hörle-Straße,2013-08-17,2013-12-14,2013-11-21,319756.35,457920.25,Team 4
P-23072,Baumbestand // Liebeltgasse,2020-01-17,2020-01-28,2020-02-23,21467.95,30229.87,Team 2
P-40061,Stadtpark // Roskothplatz,2014-05-02,2014-06-20,2014-06-18,93150.55,82675.51,Team 4
P-56383,Elektroarbeiten // Geislerstraße,2016-06-14,2016-07-29,2016-07-23,130114.96,136970.94,Team 1
P-85763,Stadtpark // Leila-Radisch-Platz,2018-03-17,2018-05-29,2018-05-27,54983.41,78991.84,Team 2
P-49357,Ubahn // Kohlallee,2014-11-09,2015-05-18,2015-06-27,473318.19,551659.9,Team 3
P-39261,Stadtpark // Weihmannplatz,2015-09-13,2015-10-01,2015-10-01,225340.42,364394.81,Team 2
P-79946,Baumbestand // Höfigstr.,2015-11-06,2015-11-07,2015-11-12,38965.5,42154.44,Team 1
P-66579,Straßenbau // Linkering,2021-08-16,2021-10-07,2021-10-13,167403.06,267229.45,Team 2
P-77800,Elektroarbeiten // Aumannstr.,2017-05-03,2017-07-04,2017-07-05,163316.15,204947.37,Team 2
P-70306,Stadtpark // Birte-Holt-Platz,2014-12-16,2015-02-03,2015-03-05,159806.3,306220.69,Team 2
P-21189,Stadtpark // Girschnerallee,2022-01-06,2022-03-12,2022-03-10,57980.97,95397.92,Team 2
P-17218,Landschaftsbau // Dina-Bachmann-Straße,2021-06-06,2021-06-16,2021-06-19,-7309.86,-13223.39,Team 4
P-24518,Stadtpark // Schmiedtstraße,2018-01-11,2018-02-25,2018-02-23,162569.78,181040.68,Team 4
P-86581,Baumbestand // Nikola-Holt-Platz,2015-12-06,2015-12-12,2015-12-12,55507.41,57064.52,Team 1
P-03563,Landschaftsbau // Rustgasse,2020-06-08,2020-06-30,2020-07-04,25371.17,25676.95,Team 2
P-87484,Ubahn // Wiekstr.,2015-12-07,2016-02-29,2016-04-13,610233.35,651005.87,Team 3
P-41926,Elektroarbeiten // Pruschkeweg,2020-06-04,2020-07-16,2020-08-17,76754.75,110696.35,Team 3
P-68049,Ubahn // Thanelstraße,2017-07-16,2017-10-23,2018-03-06,667897.42,809608.18,Team 1
P-96388,Elektroarbeiten // Dowergallee,2019-07-12,2019-08-31,2019-09-01,55421.16,58441.43,Team 4
P-62031,Baumbestand // Zirmestr.,2019-11-13,2019-11-27,2019-11-28,40074.71,41789.78,Team 4
P-48158,Landschaftsbau // Bruno-Losekann-Allee,2019-02-22,2019-03-13,2019-03-15,115396.98,118929.39,Team 1
P-80669,Landschaftsbau // Rebekka-Eckbauer-Allee,2017-08-10,2017-09-01,2017-09-02,123894.93,138310.28,Team 1
P-27690,Baumbestand // Hendriksring,2021-03-25,2021-03-31,2021-04-02,-13912.93,-16931.2,Team 2
P-16498,Spielplatz // George-Mentzel-Allee,2017-01-02,2017-01-07,2017-01-06,182531.06,194322.19,Team 3
P-70940,Baumbestand // Mirja-Patberg-Gasse,2013-10-13,2013-10-16,2013-10-17,58666.26,63932.6,Team 1
P-99923,Stadtpark // Mälzerweg,2017-07-05,2017-08-30,2017-08-30,206310.08,229181.87,Team 4
P-49641,Landschaftsbau // José-Plath-Ring,2021-07-06,2021-08-02,2021-08-03,52809.4,75421.12,Team 3
P-52276,Stadtpark // Trommlerstraße,2019-09-07,2019-09-19,2019-09-19,38447.68,38099.14,Team 4
P-47083,Stadtpark // Natalija-Junitz-Straße,2015-11-19,2016-02-05,2016-02-05,158355.94,175036.9,Team 4
P-07022,Ubahn // Hübelgasse,2019-09-22,2019-11-28,2019-11-06,272348.55,398243.99,Team 4
P-70718,Stadtpark // Ferdi-Karge-Straße,2014-12-02,2015-01-16,2015-03-02,67681.69,96946.36,Team 2
P-17795,Elektroarbeiten // Heydrichgasse,2015-03-23,2015-06-12,2015-06-08,42383.05,44684.18,Team 1
P-10165,Straßenbau // Kemal-Spieß-Allee,2020-07-25,2020-11-10,2020-11-11,237745.14,254830.65,Team 3
P-83286,Baumbestand // Kuhlring,2013-03-30,2013-04-24,2013-04-30,33900.71,59195.87,Team 2
P-59235,Baumbestand // Brunhild-Junken-Allee,2016-09-09,2016-09-23,2016-09-24,54760.51,56197.03,Team 4
P-36121,Ubahn // Ludger-Beier-Gasse,2017-04-09,2018-01-21,2017-12-30,103161.92,120625.21,Team 4
P-51845,Elektroarbeiten // Angelo-Mälzer-Platz,2022-01-12,2022-04-15,2022-04-15,37985.63,42112.06,Team 4
P-29903,Stadtpark // Klemmplatz,2014-12-15,2015-02-03,2015-01-13,164670.14,192014.13,Team 3
P-27706,Baumbestand // Peter-Michael-Heuser-Allee,2018-09-30,2018-10-20,2018-10-20,35885.57,41863.56,Team 4
P-15644,Stadtpark // Grafstr.,2018-06-18,2018-08-23,2018-08-21,179961.25,224232.73,Team 4
P-08924,Elektroarbeiten // Leila-Trommler-Allee,2019-06-11,2019-07-04,2019-07-03,67974.77,74581.94,Team 4
P-42088,Elektroarbeiten // Eva-Maria-Pechel-Ring,2017-02-26,2017-03-28,2017-03-31,146297.56,186755.75,Team 4
P-91330,Elektroarbeiten // Dan-Scheuermann-Ring,2017-07-28,2017-11-05,2017-10-24,32110.78,37790.27,Team 1
P-83649,Straßenbau // Weihmannplatz,2020-10-25,2020-12-18,2020-12-18,263137.37,359696.17,Team 1
P-50748,Elektroarbeiten // Sigfried-Klemt-Platz,2019-05-01,2019-05-09,2019-05-13,86441.64,85983.03,Team 1
P-20757,Straßenbau // Reimund-Hölzenbecher-Weg,2021-12-30,2022-05-16,2022-05-17,296228.48,282814.29,Team 1
P-02030,Landschaftsbau // Ulf-Hermighausen-Weg,2015-03-17,2015-04-06,2015-04-10,14478.27,18811.73,Team 3
P-70276,Baumbestand // Wulfallee,2013-02-04,2013-02-11,2013-02-15,89979.44,93769.1,Team 3
P-31121,Baumbestand // Ernstallee,2016-05-14,2016-05-31,2016-05-30,83932.16,124844.94,Team 2
P-21385,Elektroarbeiten // Danilo-Eberth-Allee,2017-11-08,2018-02-07,2018-02-04,94507.39,102827.21,Team 1
P-56444,Elektroarbeiten // Steyring,2020-04-17,2020-05-31,2020-06-27,137064.61,204550.64,Team 3
P-80368,Straßenbau // Heinrichweg,2021-08-15,2022-01-04,2022-01-29,239769.49,340255.38,Team 4
P-58243,Straßenbau // Rosmarie-Eberhardt-Gasse,2015-12-22,2016-05-14,2016-05-17,85540.47,99586.51,Team 1
P-96028,Baumbestand // Müllerplatz,2019-03-03,2019-03-04,2019-03-06,71018.36,69682.41,Team 3
P-36978,Landschaftsbau // Rörrichtallee,2022-01-18,2022-01-22,2022-01-29,96571.18,105102.03,Team 3
P-64524,Landschaftsbau // Jacobi Jäckelgasse,2014-11-09,2014-12-02,2014-12-01,156733.88,164147.96,Team 1
P-40844,Baumbestand // Nuran-Gutknecht-Gasse,2021-03-16,2021-03-24,2021-03-25,84977.23,89780.37,Team 1
P-57762,Baumbestand // Kaulgasse,2019-09-01,2019-09-04,2019-09-09,67739.79,98111.15,Team 2
P-37610,Stadtpark // Ditschlerinring,2018-05-27,2018-06-17,2018-08-10,223193.18,203670.38,Team 1
P-91592,Elektroarbeiten // Edward-Hecker-Platz,2021-04-12,2021-04-26,2021-04-29,55473.85,60852.27,Team 4
P-39659,Landschaftsbau // Zehra-Schacht-Straße,2014-11-08,2014-11-30,2014-12-03,65065.28,101396.72,Team 4
P-03215,Straßenbau // Geiselstr.,2016-06-13,2016-07-05,2016-07-07,277546.09,370574.59,Team 1
P-88654,Baumbestand // Sabri-Weitzel-Platz,2018-05-08,2018-05-18,2018-05-18,46879.38,49286.35,Team 1
P-04821,Baumbestand // Eckbauerstr.,2017-02-24,2017-03-03,2017-03-06,45624.63,65511.34,Team 2
P-82132,Landschaftsbau // Lachmannring,2017-03-19,2017-04-11,2017-04-14,150072.05,228540.03,Team 4
P-17889,Ubahn // Scheibestraße,2014-06-10,2014-10-16,2014-10-15,507051.29,659526.33,Team 2
P-92167,Elektroarbeiten // Eckbauerring,2014-09-05,2014-11-25,2014-11-28,84466.45,83977.06,Team 4
P-13661,Elektroarbeiten // Geislerweg,2015-06-29,2015-07-06,2015-07-04,87133.8,100945.85,Team 1
P-56689,Baumbestand // Werneckegasse,2018-01-20,2018-01-30,2018-02-06,66422.35,75068.06,Team 3
P-74373,Baumbestand // Rustweg,2021-08-18,2021-08-18,2021-08-18,18952.82,20637.53,Team 3
P-51488,Landschaftsbau // Plathring,2013-05-03,2013-06-13,2013-06-17,67927.53,86309.18,Team 2
P-91758,Ubahn // Rene-Bolzmann-Platz,2020-07-23,2020-10-09,2021-01-10,180133.7,173120.22,Team 1
P-48855,Straßenbau // Zahnstr.,2020-04-09,2020-09-20,2020-11-24,281232.37,411590.48,Team 4
P-61837,Spielplatz // Linkering,2017-06-16,2017-07-29,2017-07-31,90584.18,105679.25,Team 4
P-37904,Ubahn // Steystraße,2021-10-17,2022-01-21,2022-01-06,737922.53,879363.2,Team 4
P-94593,Baumbestand // Krausegasse,2016-12-11,2016-12-25,2017-01-19,45226.06,63189.32,Team 2
P-76992,Baumbestand // Gilda-Plath-Allee,2020-07-16,2020-07-28,2020-07-28,97613.5,104046.1,Team 1
P-47152,Straßenbau // Peukertstr.,2019-04-02,2019-05-19,2019-05-22,175435.72,276044.25,Team 2
P-23814,Landschaftsbau // Sieghard-Gute-Allee,2020-02-26,2020-03-17,2020-03-20,64084.07,78233.86,Team 2
P-96838,Baumbestand // Martinstraße,2015-12-29,2016-01-17,2016-01-17,70791.98,72875.65,Team 3
P-32218,Baumbestand // Rosalie-Putz-Platz,2016-07-05,2016-07-12,2016-07-14,61965.93,73379.25,Team 1
P-44689,Landschaftsbau // Misichergasse,2018-06-23,2018-07-03,2018-07-05,26784.5,29690.66,Team 2
P-70103,Stadtpark // Ullrichstraße,2017-11-24,2017-12-16,2017-12-15,82723.13,88494.6,Team 4
P-22755,Elektroarbeiten // Elise-Heintze-Gasse,2015-03-04,2015-05-07,2015-05-10,211481.89,266905.09,Team 2
P-98265,Landschaftsbau // Dino-Drub-Platz,2017-09-18,2017-09-26,2017-10-01,84913.67,107373.09,Team 3
P-88237,Ubahn // Ladislaus-Noack-Platz,2018-06-05,2018-11-03,2018-09-30,497432.64,765757.15,Team 4
P-68332,Ubahn // Nicolaus-Paffrath-Platz,2016-05-25,2016-10-04,2016-10-02,880016.18,1118072.18,Team 2
P-32664,Elektroarbeiten // Weitzelring,2016-01-16,2016-03-25,2016-03-24,88217.79,100901.83,Team 1
P-35289,Elektroarbeiten // Hellwigplatz,2019-04-25,2019-06-13,2019-06-15,-18712.0,-21846.51,Team 4
P-93138,Baumbestand // Jolanda-Gumprich-Ring,2017-02-03,2017-02-13,2017-02-15,76305.57,78173.04,Team 1
P-76884,Baumbestand // Pieperallee,2017-12-23,2018-01-03,2018-02-10,17974.15,24259.67,Team 2
P-44962,Baumbestand // Traudl-Gotthard-Allee,2016-11-26,2016-11-28,2016-12-01,41449.67,41017.22,Team 1
P-93071,Ubahn // Mira-Scheibe-Ring,2017-06-02,2017-06-10,2017-08-19,511006.87,544854.1,Team 3
P-51536,Straßenbau // Leonore-Lehmann-Ring,2019-06-09,2019-09-22,2019-09-23,249682.32,331820.23,Team 3
P-20504,Elektroarbeiten // Alex-Rosemann-Straße,2020-12-10,2021-01-25,2021-01-30,80326.12,81070.77,Team 4
P-69428,Baumbestand // Svenja-Bender-Weg,2017-06-25,2017-07-11,2017-07-13,17384.02,19507.98,Team 1
P-59476,Landschaftsbau // Stahrgasse,2015-09-09,2015-10-08,2015-10-08,60444.64,70451.55,Team 1
P-19585,Ubahn // Scheibestraße,2021-12-01,2022-01-08,2022-05-18,387731.71,477191.97,Team 1
P-45741,Landschaftsbau // Antonios-Rädel-Weg,2018-10-15,2018-10-31,2018-11-03,47765.86,55990.21,Team 2
P-74655,Stadtpark // Evelyne-Holt-Ring,2015-05-18,2015-07-25,2015-09-11,43763.0,43082.55,Team 1
P-54425,Elektroarbeiten // Alla-Ebert-Platz,2013-07-12,2013-10-01,2013-10-03,128688.79,157184.1,Team 4
P-88283,Baumbestand // Dussen vanstr.,2016-03-21,2016-04-11,2016-04-14,62109.39,55388.16,Team 3
P-33758,Straßenbau // Jacobi Jäckelring,2013-12-03,2013-12-12,2014-01-11,214631.36,238219.3,Team 2
P-69669,Baumbestand // Wenke-Karge-Weg,2016-11-04,2016-11-16,2016-11-15,49599.07,51244.27,Team 4
P-72134,Baumbestand // Mosemannallee,2014-09-21,2014-10-05,2014-10-06,90575.75,100309.36,Team 3
P-24496,Straßenbau // Bonbachgasse,2016-07-07,2016-09-08,2016-10-24,332367.97,464272.94,Team 4
P-66427,Landschaftsbau // Schmiedeckering,2020-11-14,2020-11-28,2020-11-30,76065.6,91987.33,Team 1
P-87059,Elektroarbeiten // Francoise-Söding-Gasse,2019-07-16,2019-09-20,2019-09-20,784.09,1131.98,Team 2
P-36111,Elektroarbeiten // Bruderring,2016-08-14,2016-09-20,2016-09-21,61219.12,101042.55,Team 2
P-84617,Baumbestand // Paffrathallee,2014-12-19,2014-12-28,2014-12-29,47344.93,52268.28,Team 1
P-24183,Landschaftsbau // Vitali-Geisel-Allee,2015-02-03,2015-02-09,2015-02-14,123957.52,195177.36,Team 3
P-23330,Stadtpark // Inken-Weinhage-Weg,2015-04-07,2015-06-08,2015-05-20,36158.59,42259.03,Team 3
P-60457,Stadtpark // Guteallee,2015-07-28,2015-08-18,2015-10-11,-15516.11,-18903.34,Team 1
P-01140,Elektroarbeiten // Niemeierring,2014-02-07,2014-03-29,2014-03-30,86424.41,127351.27,Team 2
P-74116,Stadtpark // Faustweg,2014-06-09,2014-08-31,2014-09-08,148092.1,147149.93,Team 1
P-59220,Baumbestand // Magret-Wiek-Weg,2013-06-08,2013-06-18,2013-06-21,79694.24,90029.78,Team 3
P-11114,Spielplatz // Butteweg,2021-11-22,2022-02-04,2022-02-10,184582.68,184938.53,Team 4
P-85896,Baumbestand // Hövelweg,2022-01-27,2022-01-27,2022-01-28,75240.41,76955.47,Team 4
P-05232,Stadtpark // Hans-Werner-Junitz-Straße,2020-08-05,2020-09-06,2020-10-03,133612.73,146289.84,Team 1
P-32540,Landschaftsbau // Krausestraße,2015-03-05,2015-04-07,2015-04-11,76687.52,80742.81,Team 4
P-26093,Baumbestand // Stadelmannstr.,2015-05-14,2015-05-21,2015-05-23,124167.27,134923.99,Team 3
P-48537,Stadtpark // Annedore-Graf-Ring,2013-09-05,2013-10-13,2013-10-12,186939.0,176665.93,Team 4
P-01377,Spielplatz // Mangoldallee,2018-10-05,2018-12-13,2018-12-15,127270.64,140370.3,Team 4
P-61538,Stadtpark // Bolanderplatz,2016-10-11,2016-12-15,2016-12-14,74763.56,81666.56,Team 4
P-24785,Straßenbau // Luisa-van der Dussen-Weg,2020-02-29,2020-04-15,2020-05-29,241904.83,393451.71,Team 4
P-38369,Landschaftsbau // Hans-Walter-Junk-Allee,2016-05-18,2016-06-09,2016-06-09,27316.1,27675.43,Team 1
P-79624,Ubahn // Wladimir-Henk-Weg,2021-06-20,2021-11-07,2021-11-05,514139.88,751211.67,Team 2
P-13467,Stadtpark // Löchelstr.,2015-02-11,2015-02-23,2015-02-22,153543.89,162846.09,Team 4
P-87960,Elektroarbeiten // Geraldine-Adolph-Allee,2018-08-14,2018-10-24,2018-10-23,216716.68,347008.89,Team 2
P-03141,Ubahn // Luzia-Hertrampf-Gasse,2020-09-28,2021-02-27,2021-04-05,266431.16,439661.3,Team 2
P-10527,Elektroarbeiten // Georgia-Ruppersberger-Gasse,2019-11-17,2020-02-13,2020-02-07,98877.78,114566.7,Team 1
P-62538,Stadtpark // Römerallee,2016-11-05,2017-01-21,2016-12-28,54648.72,70418.5,Team 3
P-56602,Baumbestand // Hildegart-Krein-Gasse,2021-09-23,2021-10-05,2021-10-08,26974.94,30454.8,Team 4
P-33552,Baumbestand // Konrad-Röhricht-Straße,2016-04-28,2016-05-08,2016-05-14,84987.93,132320.82,Team 2
P-95537,Baumbestand // Alena-Harloff-Ring,2014-02-17,2014-02-24,2014-02-24,37917.28,43438.49,Team 4
P-95093,Spielplatz // Gisela-Klingelhöfer-Weg,2016-02-11,2016-04-06,2016-04-09,88827.81,90828.08,Team 4
P-78571,Elektroarbeiten // Babette-Wagner-Allee,2021-06-23,2021-07-03,2021-07-05,119448.76,113184.54,Team 4
P-51068,Landschaftsbau // Wagnergasse,2015-03-04,2015-04-11,2015-04-11,143064.93,163589.75,Team 1
P-91208,Baumbestand // Buchholzstraße,2015-09-09,2015-09-13,2015-09-13,34126.22,43523.29,Team 4
P-46284,Baumbestand // Kristian-Zimmer-Weg,2014-08-01,2014-08-03,2014-08-02,70253.02,77791.39,Team 2
P-46895,Ubahn // Schaafgasse,2013-11-20,2014-05-24,2014-08-03,246472.58,312740.34,Team 1
P-15609,Stadtpark // Eckbauergasse,2020-04-28,2020-05-28,2020-05-26,168997.02,199467.58,Team 4
P-72656,Baumbestand // Gehringerstraße,2018-05-14,2018-05-17,2018-05-20,64493.02,69487.33,Team 3
P-63047,Straßenbau // Amir-Becker-Ring,2013-07-05,2013-11-23,2013-11-25,143832.34,165194.91,Team 1
P-58755,Straßenbau // Danica-Hertrampf-Platz,2019-06-18,2019-11-05,2019-11-05,197653.37,259568.52,Team 1
P-46360,Straßenbau // Salzweg,2021-04-15,2021-06-21,2021-06-26,278639.02,355727.24,Team 2
P-60192,Elektroarbeiten // Bergerstr.,2014-09-26,2014-10-30,2014-10-30,132520.17,149850.81,Team 4
P-24289,Baumbestand // Keudelring,2013-10-16,2013-10-26,2013-10-30,64696.61,76157.81,Team 1
P-23984,Landschaftsbau // Reni-Wernecke-Allee,2016-10-08,2016-11-02,2016-11-02,92134.28,110384.32,Team 1
P-22580,Straßenbau // Wielochallee,2019-06-25,2019-09-01,2019-10-15,344352.2,408549.12,Team 4
P-52461,Baumbestand // Jockelweg,2021-04-30,2021-05-19,2021-05-20,33454.97,39468.91,Team 3
P-91992,Straßenbau // Johannes-Roht-Platz,2018-04-30,2018-06-28,2018-08-22,119741.0,195181.54,Team 4
P-30662,Stadtpark // Astrid-Gutknecht-Gasse,2021-09-06,2021-11-03,2021-11-01,314846.14,538157.62,Team 2
P-74313,Baumbestand // Huhnstraße,2016-09-22,2016-09-28,2016-09-30,38212.93,46207.98,Team 2
P-75627,Stadtpark // Ali-Bolzmann-Gasse,2015-01-07,2015-03-16,2015-02-27,211765.35,239678.04,Team 3
P-81931,Landschaftsbau // Nina-Pechel-Ring,2018-11-04,2018-11-18,2018-11-19,39814.49,49894.68,Team 3
P-58167,Elektroarbeiten // Heidelinde-Roskoth-Platz,2019-10-18,2019-11-19,2019-11-15,165295.24,166641.11,Team 1
P-40645,Landschaftsbau // Viviane-Koch-Straße,2020-09-17,2020-09-28,2020-09-29,116177.11,140050.28,Team 2
P-93636,Stadtpark // Ditschlerinring,2018-07-06,2018-08-27,2018-08-09,55324.01,66134.39,Team 3
P-37497,Stadtpark // Wenzel-Wagner-Ring,2019-03-13,2019-05-22,2019-05-23,198513.55,224910.83,Team 4
P-16634,Baumbestand // Wulffstr.,2021-09-15,2021-09-16,2021-09-18,41893.48,60528.03,Team 2
P-23195,Baumbestand // August-Mühle-Allee,2016-05-13,2016-05-14,2016-05-20,38214.64,43745.62,Team 3
P-57819,Elektroarbeiten // Schaafstr.,2019-06-15,2019-08-02,2019-07-31,19862.58,18304.76,Team 1
P-82679,Landschaftsbau // Claudio-Möchlichen-Allee,2021-11-19,2021-12-23,2021-12-27,58311.93,104679.37,Team 4
P-07673,Landschaftsbau // Gerlachplatz,2019-02-12,2019-02-13,2019-02-16,49525.74,68381.78,Team 4
P-46581,Spielplatz // Anja-Köster-Ring,2018-03-16,2018-05-09,2018-05-16,134065.91,146392.34,Team 2
P-20098,Straßenbau // Heidrichstr.,2021-06-20,2021-08-25,2021-08-25,337678.63,353464.31,Team 3
P-87069,Baumbestand // Ann-Kathrin-Klemm-Ring,2018-05-02,2018-05-09,2018-05-09,54054.72,66434.91,Team 2
P-93201,Landschaftsbau // Fechnerallee,2017-02-14,2017-03-11,2017-03-09,116022.07,132692.39,Team 1
P-26682,Elektroarbeiten // Wendering,2018-02-08,2018-03-30,2018-04-15,177522.08,222005.9,Team 3
P-01176,Elektroarbeiten // Hansjoachim-Drub-Weg,2021-06-23,2021-07-25,2021-08-24,207097.56,258736.31,Team 3
P-29972,Baumbestand // Hans-Detlef-Trubin-Weg,2015-11-22,2015-12-07,2015-12-14,54905.18,66823.6,Team 3
P-43079,Stadtpark // Orhan-Hänel-Platz,2021-07-12,2021-07-16,2021-07-16,76497.78,87378.56,Team 4
P-24146,Baumbestand // Fabienne-Hande-Platz,2013-04-08,2013-04-15,2013-04-16,19689.24,19629.27,Team 2
P-74058,Ubahn // Köhlerallee,2014-06-12,2015-01-15,2015-04-04,502764.63,726432.85,Team 1
P-06189,Elektroarbeiten // Ottmar-Jopich-Platz,2014-11-21,2015-02-11,2015-03-04,158200.41,231148.02,Team 2
P-35968,Landschaftsbau // Trommlerring,2017-10-22,2017-11-12,2017-11-14,81526.95,117087.75,Team 3
P-19066,Ubahn // Hahnweg,2014-02-11,2014-07-30,2014-09-23,621719.42,821311.83,Team 1
P-73533,Elektroarbeiten // Heckerstr.,2015-01-06,2015-04-10,2015-05-14,90237.05,131616.06,Team 3
P-67391,Stadtpark // Felicitas-Wiek-Ring,2016-03-05,2016-04-19,2016-04-04,54435.43,65759.74,Team 3
P-69750,Straßenbau // Rörrichtstr.,2016-02-03,2016-05-18,2016-05-19,288444.52,326969.55,Team 3
P-18434,Landschaftsbau // Mentzelallee,2013-04-30,2013-06-03,2013-06-04,55170.62,78115.02,Team 4
P-21155,Elektroarbeiten // Birgit-Köhler-Platz,2021-12-27,2022-03-06,2022-04-13,6275.65,7885.07,Team 3
P-67998,Landschaftsbau // Kreinweg,2016-08-05,2016-09-11,2016-09-10,94099.76,102364.96,Team 1
